sample,total_count,population,count,percentage
sample05261,109675,monocyte,26403,24.0739
sample05261,109675,nk_cell,15465,14.1008
sample05262,99881,b_cell,3196,3.1998
sample05262,99881,cd4_t_cell,29504,29.5392
sample05262,99881,cd8_t_cell,30525,30.5614
sample05262,99881,monocyte,24791,24.8205
sample05262,99881,nk_cell,11865,11.8791
sample05263,103216,b_cell,12174,11.7947
sample05263,103216,cd4_t_cell,26856,26.0192
sample05263,103216,cd8_t_cell,31859,30.8663
sample05263,103216,monocyte,17462,16.9179
sample05263,103216,nk_cell,14865,14.4018
sample05264,105372,b_cell,10987,10.4269
sample05264,105372,cd4_t_cell,26437,25.0892
sample05264,105372,cd8_t_cell,35055,33.2679
sample05264,105372,monocyte,17042,16.1732
sample05264,105372,nk_cell,15851,15.0429
sample05265,107840,b_cell,11912,11.046
sample05265,107840,cd4_t_cell,36313,33.673
sample05265,107840,cd8_t_cell,29437,27.2969
sample05265,107840,monocyte,16286,15.102
sample05265,107840,nk_cell,13892,12.882
sample05266,105435,b_cell,10665,10.1152
sample05266,105435,cd4_t_cell,39075,37.0607
sample05266,105435,cd8_t_cell,20177,19.1369
sample05266,105435,monocyte,23230,22.0325
sample05266,105435,nk_cell,12288,11.6546
sample05267,109551,b_cell,10366,9.4623
sample05267,109551,cd4_t_cell,38049,34.7318
sample05267,109551,cd8_t_cell,26055,23.7834
sample05267,109551,monocyte,21937,20.0245
sample05267,109551,nk_cell,13144,11.9981
sample05268,103657,b_cell,14154,13.6546
sample05268,103657,cd4_t_cell,30430,29.3564
sample05268,103657,cd8_t_cell,25293,24.4007
sample05268,103657,monocyte,20999,20.2582
sample05268,103657,nk_cell,12781,12.3301
sample05269,96120,b_cell,11382,11.8414
sample05269,96120,cd4_t_cell,29323,30.5067
sample05269,96120,cd8_t_cell,21184,22.0391
sample05269,96120,monocyte,19824,20.6242
sample05269,96120,nk_cell,14407,14.9886
sample05270,103245,b_cell,10690,10.354
sample05270,103245,cd4_t_cell,30434,29.4775
sample05270,103245,cd8_t_cell,24806,24.0263
sample05270,103245,monocyte,21779,21.0945
sample05270,103245,nk_cell,15536,15.0477
sample05271,97056,b_cell,13306,13.7096
sample05271,97056,cd4_t_cell,26835,27.649
sample05271,97056,cd8_t_cell,24052,24.7816
sample05271,97056,monocyte,19606,20.2007
sample05271,97056,nk_cell,13257,13.6591
sample05272,107399,b_cell,10321,9.61
sample05272,107399,cd4_t_cell,25661,23.8931
sample05272,107399,cd8_t_cell,25256,23.516
sample05272,107399,monocyte,27313,25.4313
sample05272,107399,nk_cell,18848,17.5495
sample05273,93975,b_cell,10362,11.0263
sample05273,93975,cd4_t_cell,24302,25.8601
sample05273,93975,cd8_t_cell,25311,26.9338
sample05273,93975,monocyte,17314,18.424
sample05273,93975,nk_cell,16686,17.7558
sample05274,98749,b_cell,4451,4.5074
sample05274,98749,cd4_t_cell,33626,34.052
sample05274,98749,cd8_t_cell,20475,20.7344
sample05274,98749,monocyte,24059,24.3638
sample05274,98749,nk_cell,16138,16.3424
sample05275,101796,b_cell,17424,17.1166
sample05275,101796,cd4_t_cell,35371,34.7469
sample05275,101796,cd8_t_cell,23146,22.7376
sample05275,101796,monocyte,14029,13.7815
sample05275,101796,nk_cell,11826,11.6174
sample05276,104822,b_cell,5596,5.3386
sample05276,104822,cd4_t_cell,38158,36.4027
sample05276,104822,cd8_t_cell,23754,22.6613
sample05276,104822,monocyte,15124,14.4283
sample05276,104822,nk_cell,22190,21.1692
sample05277,106119,b_cell,10991,10.3572
sample05277,106119,cd4_t_cell,43733,41.2113
sample05277,106119,cd8_t_cell,17826,16.7981
sample05277,106119,monocyte,21110,19.8928
sample05277,106119,nk_cell,12459,11.7406
sample05278,100603,b_cell,10280,10.2184
sample05278,100603,cd4_t_cell,29128,28.9534
sample05278,100603,cd8_t_cell,26742,26.5817
sample05278,100603,monocyte,18067,17.9587
sample05278,100603,nk_cell,16386,16.2878
sample05279,92169,b_cell,9863,10.701
sample05279,92169,cd4_t_cell,29911,32.4523
sample05279,92169,cd8_t_cell,19687,21.3597
sample05279,92169,monocyte,18467,20.036
sample05279,92169,nk_cell,14241,15.451
sample05280,112182,b_cell,12539,11.1774
sample05280,112182,cd4_t_cell,37589,33.5072
sample05280,112182,cd8_t_cell,31118,27.7389
sample05280,112182,monocyte,20784,18.527
sample05280,112182,nk_cell,10152,9.0496
sample05281,95617,b_cell,13534,14.1544
sample05281,95617,cd4_t_cell,21918,22.9227
sample05281,95617,cd8_t_cell,22242,23.2616
sample05281,95617,monocyte,17900,18.7205
sample05281,95617,nk_cell,20023,20.9408
sample05282,101123,b_cell,8231,8.1396
sample05282,101123,cd4_t_cell,30378,30.0406
sample05282,101123,cd8_t_cell,32635,32.2726
sample05282,101123,monocyte,15659,15.4851
sample05282,101123,nk_cell,14220,14.0621
sample05283,90744,b_cell,8813,9.7119
sample05283,90744,cd4_t_cell,27041,29.7992
sample05283,90744,cd8_t_cell,27261,30.0417
sample05283,90744,monocyte,15461,17.038
sample05283,90744,nk_cell,12168,13.4092
sample05284,94923,b_cell,11451,12.0635
sample05284,94923,cd4_t_cell,25987,27.3769
sample05284,94923,cd8_t_cell,24030,25.3153
sample05284,94923,monocyte,20709,21.8166
sample05284,94923,nk_cell,12746,13.4277
sample05285,93379,b_cell,8781,9.4036
sample05285,93379,cd4_t_cell,25518,27.3273
sample05285,93379,cd8_t_cell,25026,26.8005
sample05285,93379,monocyte,21485,23.0084
sample05285,93379,nk_cell,12569,13.4602
sample05286,98962,b_cell,10340,10.4485
sample05286,98962,cd4_t_cell,34421,34.782
sample05286,98962,cd8_t_cell,24067,24.3194
sample05286,98962,monocyte,21990,22.2207
sample05286,98962,nk_cell,8144,8.2294
sample05287,94635,b_cell,6361,6.7216
sample05287,94635,cd4_t_cell,25983,27.456
sample05287,94635,cd8_t_cell,28923,30.5627
sample05287,94635,monocyte,15366,16.2371
sample05287,94635,nk_cell,18002,19.0226
sample05288,94960,b_cell,8450,8.8985
sample05288,94960,cd4_t_cell,24116,25.396
sample05288,94960,cd8_t_cell,24281,25.5697
sample05288,94960,monocyte,19903,20.9594
sample05288,94960,nk_cell,18210,19.1765
sample05289,95444,b_cell,8438,8.8408
sample05289,95444,cd4_t_cell,32351,33.8953
sample05289,95444,cd8_t_cell,26449,27.7115
sample05289,95444,monocyte,15101,15.8218
sample05289,95444,nk_cell,13105,13.7306
sample05290,105274,b_cell,6175,5.8656
sample05290,105274,cd4_t_cell,36061,34.2544
sample05290,105274,cd8_t_cell,24649,23.4141
sample05290,105274,monocyte,26383,25.0613
sample05290,105274,nk_cell,12006,11.4045
sample05291,105032,b_cell,16839,16.0323
sample05291,105032,cd4_t_cell,24685,23.5024
sample05291,105032,cd8_t_cell,27909,26.5719
sample05291,105032,monocyte,23112,22.0047
sample05291,105032,nk_cell,12487,11.8888
sample05292,94666,b_cell,8116,8.5733
sample05292,94666,cd4_t_cell,26223,27.7005
sample05292,94666,cd8_t_cell,17067,18.0286
sample05292,94666,monocyte,31387,33.1555
sample05292,94666,nk_cell,11873,12.542
sample05293,97444,b_cell,14818,15.2067
sample05293,97444,cd4_t_cell,20204,20.734
sample05293,97444,cd8_t_cell,19524,20.0361
sample05293,97444,monocyte,31869,32.7049
sample05293,97444,nk_cell,11029,11.3183
sample05294,94837,b_cell,6856,7.2292
sample05294,94837,cd4_t_cell,25585,26.9779
sample05294,94837,cd8_t_cell,35219,37.1363
sample05294,94837,monocyte,15925,16.792
sample05294,94837,nk_cell,11252,11.8646
sample05295,98377,b_cell,9977,10.1416
sample05295,98377,cd4_t_cell,23840,24.2333
sample05295,98377,cd8_t_cell,21680,22.0377
sample05295,98377,monocyte,24279,24.6795
sample05295,98377,nk_cell,18601,18.9079
sample05296,94992,b_cell,12604,13.2685
sample05296,94992,cd4_t_cell,24203,25.479
sample05296,94992,cd8_t_cell,24416,25.7032
sample05296,94992,monocyte,16799,17.6846
sample05296,94992,nk_cell,16970,17.8647
sample05297,105645,b_cell,9731,9.211
sample05297,105645,cd4_t_cell,35482,33.5861
sample05297,105645,cd8_t_cell,22003,20.8273
sample05297,105645,monocyte,17827,16.8744
sample05297,105645,nk_cell,20602,19.5012
sample05298,101917,b_cell,9048,8.8778
sample05298,101917,cd4_t_cell,27762,27.2398
sample05298,101917,cd8_t_cell,20391,20.0075
sample05298,101917,monocyte,20708,20.3185
sample05298,101917,nk_cell,24008,23.5564
sample05299,101251,b_cell,10294,10.1668
sample05299,101251,cd4_t_cell,36034,35.5888
sample05299,101251,cd8_t_cell,26365,26.0392
sample05299,101251,monocyte,18507,18.2783
sample05299,101251,nk_cell,10051,9.9268
sample05300,94464,b_cell,9856,10.4336
sample05300,94464,cd4_t_cell,23824,25.2202
sample05300,94464,cd8_t_cell,25591,27.0907
sample05300,94464,monocyte,20487,21.6876
sample05300,94464,nk_cell,14706,15.5678
sample05301,95263,b_cell,13058,13.7073
sample05301,95263,cd4_t_cell,23815,24.9992
sample05301,95263,cd8_t_cell,18033,18.9297
sample05301,95263,monocyte,28588,30.0096
sample05301,95263,nk_cell,11769,12.3542
sample05302,109957,b_cell,10096,9.1818
sample05302,109957,cd4_t_cell,37693,34.2798
sample05302,109957,cd8_t_cell,30626,27.8527
sample05302,109957,monocyte,23409,21.2892
sample05302,109957,nk_cell,8133,7.3965
sample05303,93516,b_cell,3313,3.5427
sample05303,93516,cd4_t_cell,26815,28.6742
sample05303,93516,cd8_t_cell,26573,28.4155
sample05303,93516,monocyte,19442,20.79
sample05303,93516,nk_cell,17373,18.5776
sample05304,91506,b_cell,11234,12.2768
sample05304,91506,cd4_t_cell,27052,29.5631
sample05304,91506,cd8_t_cell,22399,24.4782
sample05304,91506,monocyte,16848,18.4119
sample05304,91506,nk_cell,13973,15.27
sample05305,97337,b_cell,8482,8.7141
sample05305,97337,cd4_t_cell,35262,36.2267
sample05305,97337,cd8_t_cell,20117,20.6674
sample05305,97337,monocyte,24003,24.6597
sample05305,97337,nk_cell,9473,9.7322
sample05306,93332,b_cell,7485,8.0198
sample05306,93332,cd4_t_cell,25005,26.7915
sample05306,93332,cd8_t_cell,19672,21.0774
sample05306,93332,monocyte,20322,21.7739
sample05306,93332,nk_cell,20848,22.3375
sample05307,102353,b_cell,13755,13.4388
sample05307,102353,cd4_t_cell,34755,33.956
sample05307,102353,cd8_t_cell,19182,18.741
sample05307,102353,monocyte,26731,26.1165
sample05307,102353,nk_cell,7930,7.7477
sample05308,106723,b_cell,10396,9.7411
sample05308,106723,cd4_t_cell,34164,32.0118
sample05308,106723,cd8_t_cell,26301,24.6442
sample05308,106723,monocyte,15421,14.4496
sample05308,106723,nk_cell,20441,19.1533
sample05309,112319,b_cell,5021,4.4703
sample05309,112319,cd4_t_cell,40897,36.4115
sample05309,112319,cd8_t_cell,32829,29.2284
sample05309,112319,monocyte,22601,20.1222
sample05309,112319,nk_cell,10971,9.7677
sample05310,100284,b_cell,7466,7.4449
sample05310,100284,cd4_t_cell,31093,31.0049
sample05310,100284,cd8_t_cell,26213,26.1388
sample05310,100284,monocyte,21035,20.9754
sample05310,100284,nk_cell,14477,14.436
sample05311,102454,b_cell,7970,7.7791
sample05311,102454,cd4_t_cell,34127,33.3096
sample05311,102454,cd8_t_cell,23773,23.2036
sample05311,102454,monocyte,20688,20.1925
sample05311,102454,nk_cell,15896,15.5153
sample05312,105964,b_cell,10671,10.0704
sample05312,105964,cd4_t_cell,36047,34.0182
sample05312,105964,cd8_t_cell,34523,32.5799
sample05312,105964,monocyte,8959,8.4548
sample05312,105964,nk_cell,15764,14.8768
sample05313,100539,b_cell,11484,11.4224
sample05313,100539,cd4_t_cell,29153,28.9967
sample05313,100539,cd8_t_cell,22962,22.8389
sample05313,100539,monocyte,16848,16.7577
sample05313,100539,nk_cell,20092,19.9843
sample05314,105944,b_cell,8261,7.7975
sample05314,105944,cd4_t_cell,36448,34.4031
sample05314,105944,cd8_t_cell,21055,19.8737
sample05314,105944,monocyte,29116,27.4824
sample05314,105944,nk_cell,11064,10.4433
sample05315,93437,b_cell,10635,11.382
sample05315,93437,cd4_t_cell,34722,37.1609
sample05315,93437,cd8_t_cell,25971,27.7952
sample05315,93437,monocyte,11850,12.6823
sample05315,93437,nk_cell,10259,10.9796
sample05316,105574,b_cell,6074,5.7533
sample05316,105574,cd4_t_cell,27343,25.8994
sample05316,105574,cd8_t_cell,24736,23.43
sample05316,105574,monocyte,30721,29.099
sample05316,105574,nk_cell,16700,15.8183
sample05317,104664,b_cell,9829,9.391
sample05317,104664,cd4_t_cell,38526,36.8092
sample05317,104664,cd8_t_cell,26332,25.1586
sample05317,104664,monocyte,20029,19.1365
sample05317,104664,nk_cell,9948,9.5047
sample05318,103489,b_cell,20322,19.6369
sample05318,103489,cd4_t_cell,30748,29.7114
sample05318,103489,cd8_t_cell,22341,21.5878
sample05318,103489,monocyte,16020,15.4799
sample05318,103489,nk_cell,14058,13.5841
sample05319,97362,b_cell,9068,9.3137
sample05319,97362,cd4_t_cell,25642,26.3368
sample05319,97362,cd8_t_cell,27662,28.4115
sample05319,97362,monocyte,23687,24.3288
sample05319,97362,nk_cell,11303,11.6093
sample05320,98629,b_cell,9063,9.189
sample05320,98629,cd4_t_cell,31603,32.0423
sample05320,98629,cd8_t_cell,22785,23.1017
sample05320,98629,monocyte,20720,21.008
sample05320,98629,nk_cell,14458,14.659
sample05321,93663,b_cell,6897,7.3636
sample05321,93663,cd4_t_cell,32910,35.1366
sample05321,93663,cd8_t_cell,21746,23.2173
sample05321,93663,monocyte,15931,17.0089
sample05321,93663,nk_cell,16179,17.2736
sample05322,92587,b_cell,9159,9.8923
sample05322,92587,cd4_t_cell,30825,33.293
sample05322,92587,cd8_t_cell,19229,20.7686
sample05322,92587,monocyte,21769,23.5119
sample05322,92587,nk_cell,11605,12.5342
sample05323,96215,b_cell,7209,7.4926
sample05323,96215,cd4_t_cell,24309,25.2653
sample05323,96215,cd8_t_cell,24105,25.0533
sample05323,96215,monocyte,26081,27.107
sample05323,96215,nk_cell,14511,15.0818
sample05324,92401,b_cell,9121,9.8711
sample05324,92401,cd4_t_cell,26326,28.491
sample05324,92401,cd8_t_cell,20143,21.7995
sample05324,92401,monocyte,25802,27.9239
sample05324,92401,nk_cell,11009,11.9144
sample05325,94853,b_cell,6528,6.8822
sample05325,94853,cd4_t_cell,27730,29.2347
sample05325,94853,cd8_t_cell,29683,31.2937
sample05325,94853,monocyte,10917,11.5094
sample05325,94853,nk_cell,19995,21.08
sample05326,98689,b_cell,5548,5.6217
sample05326,98689,cd4_t_cell,21498,21.7836
sample05326,98689,cd8_t_cell,25986,26.3312
sample05326,98689,monocyte,23024,23.3299
sample05326,98689,nk_cell,22633,22.9337
sample05327,103025,b_cell,7745,7.5176
sample05327,103025,cd4_t_cell,27964,27.1429
sample05327,103025,cd8_t_cell,29726,28.8532
sample05327,103025,monocyte,16531,16.0456
sample05327,103025,nk_cell,21059,20.4407
sample05328,93464,b_cell,7365,7.88
sample05328,93464,cd4_t_cell,39918,42.7095
sample05328,93464,cd8_t_cell,15959,17.075
sample05328,93464,monocyte,16116,17.243
sample05328,93464,nk_cell,14106,15.0924
sample05329,94629,b_cell,5528,5.8418
sample05329,94629,cd4_t_cell,24176,25.5482
sample05329,94629,cd8_t_cell,25644,27.0995
sample05329,94629,monocyte,24575,25.9698
sample05329,94629,nk_cell,14706,15.5407
sample05330,98311,b_cell,12989,13.2122
sample05330,98311,cd4_t_cell,26859,27.3204
sample05330,98311,cd8_t_cell,19514,19.8493
sample05330,98311,monocyte,25324,25.7591
sample05330,98311,nk_cell,13625,13.8591
sample05331,95545,b_cell,8269,8.6546
sample05331,95545,cd4_t_cell,34618,36.2321
sample05331,95545,cd8_t_cell,25190,26.3645
sample05331,95545,monocyte,13913,14.5617
sample05331,95545,nk_cell,13555,14.187
sample05332,99788,b_cell,9434,9.454
sample05332,99788,cd4_t_cell,28128,28.1878
sample05332,99788,cd8_t_cell,25257,25.3107
sample05332,99788,monocyte,19476,19.5174
sample05332,99788,nk_cell,17493,17.5302
sample05333,108628,b_cell,12939,11.9113
sample05333,108628,cd4_t_cell,33397,30.7444
sample05333,108628,cd8_t_cell,29503,27.1597
sample05333,108628,monocyte,17840,16.423
sample05333,108628,nk_cell,14949,13.7616
sample05334,105592,b_cell,10573,10.0131
sample05334,105592,cd4_t_cell,28192,26.699
sample05334,105592,cd8_t_cell,33158,31.402
sample05334,105592,monocyte,21312,20.1833
sample05334,105592,nk_cell,12357,11.7026
sample05335,96719,b_cell,7203,7.4473
sample05335,96719,cd4_t_cell,23881,24.6911
sample05335,96719,cd8_t_cell,30648,31.6877
sample05335,96719,monocyte,21770,22.5085
sample05335,96719,nk_cell,13217,13.6654
sample05336,102367,b_cell,11446,11.1813
sample05336,102367,cd4_t_cell,33239,32.4704
sample05336,102367,cd8_t_cell,23672,23.1246
sample05336,102367,monocyte,19630,19.1761
sample05336,102367,nk_cell,14380,14.0475
sample05337,95454,b_cell,5795,6.071
sample05337,95454,cd4_t_cell,27256,28.5541
sample05337,95454,cd8_t_cell,28671,30.0365
sample05337,95454,monocyte,19049,19.9562
sample05337,95454,nk_cell,14683,15.3823
sample05338,108833,b_cell,9766,8.9734
sample05338,108833,cd4_t_cell,26386,24.2445
sample05338,108833,cd8_t_cell,22522,20.6941
sample05338,108833,monocyte,26721,24.5523
sample05338,108833,nk_cell,23438,21.5357
sample05339,91927,b_cell,6793,7.3896
sample05339,91927,cd4_t_cell,24032,26.1425
sample05339,91927,cd8_t_cell,27211,29.6007
sample05339,91927,monocyte,16069,17.4802
sample05339,91927,nk_cell,17822,19.3871
sample05340,94573,b_cell,6825,7.2166
sample05340,94573,cd4_t_cell,33228,35.1348
sample05340,94573,cd8_t_cell,18655,19.7255
sample05340,94573,monocyte,19375,20.4868
sample05340,94573,nk_cell,16490,17.4363
sample05341,102956,b_cell,20663,20.0697
sample05341,102956,cd4_t_cell,26593,25.8295
sample05341,102956,cd8_t_cell,21269,20.6583
sample05341,102956,monocyte,19332,18.777
sample05341,102956,nk_cell,15099,14.6655
sample05342,101503,b_cell,4676,4.6068
sample05342,101503,cd4_t_cell,29674,29.2346
sample05342,101503,cd8_t_cell,30745,30.2897
sample05342,101503,monocyte,20155,19.8566
sample05342,101503,nk_cell,16253,16.0123
sample05343,103447,b_cell,9543,9.225
sample05343,103447,cd4_t_cell,34299,33.1561
sample05343,103447,cd8_t_cell,20274,19.5984
sample05343,103447,monocyte,25604,24.7508
sample05343,103447,nk_cell,13727,13.2696
sample05344,99072,b_cell,11686,11.7955
sample05344,99072,cd4_t_cell,30668,30.9553
sample05344,99072,cd8_t_cell,18988,19.1659
sample05344,99072,monocyte,21267,21.4662
sample05344,99072,nk_cell,16463,16.6172
sample05345,108169,b_cell,16659,15.4009
sample05345,108169,cd4_t_cell,32980,30.4893
sample05345,108169,cd8_t_cell,27425,25.3538
sample05345,108169,monocyte,16627,15.3713
sample05345,108169,nk_cell,14478,13.3846
sample05346,104944,b_cell,17836,16.9957
sample05346,104944,cd4_t_cell,21453,20.4423
sample05346,104944,cd8_t_cell,22676,21.6077
sample05346,104944,monocyte,22467,21.4086
sample05346,104944,nk_cell,20512,19.5457
sample05347,105431,b_cell,12142,11.5165
sample05347,105431,cd4_t_cell,26299,24.9443
sample05347,105431,cd8_t_cell,26382,25.023
sample05347,105431,monocyte,23885,22.6546
sample05347,105431,nk_cell,16723,15.8616
sample05348,97143,b_cell,15847,16.3131
sample05348,97143,cd4_t_cell,28164,28.9923
sample05348,97143,cd8_t_cell,20766,21.3767
sample05348,97143,monocyte,24492,25.2123
sample05348,97143,nk_cell,7874,8.1056
sample05349,100665,b_cell,7439,7.3899
sample05349,100665,cd4_t_cell,26631,26.4551
sample05349,100665,cd8_t_cell,23170,23.0169
sample05349,100665,monocyte,20602,20.4659
sample05349,100665,nk_cell,22823,22.6722
sample05350,102545,b_cell,14273,13.9188
sample05350,102545,cd4_t_cell,41237,40.2136
sample05350,102545,cd8_t_cell,21187,20.6612
sample05350,102545,monocyte,13888,13.5433
sample05350,102545,nk_cell,11960,11.6632
sample05351,100840,b_cell,9932,9.8493
sample05351,100840,cd4_t_cell,34378,34.0916
sample05351,100840,cd8_t_cell,22155,21.9704
sample05351,100840,monocyte,20216,20.0476
sample05351,100840,nk_cell,14159,14.0411
sample05352,93424,b_cell,8478,9.0748
sample05352,93424,cd4_t_cell,25114,26.8817
sample05352,93424,cd8_t_cell,21231,22.7254
sample05352,93424,monocyte,27647,29.593
sample05352,93424,nk_cell,10954,11.725
sample05353,94694,b_cell,14266,15.0654
sample05353,94694,cd4_t_cell,21998,23.2306
sample05353,94694,cd8_t_cell,26438,27.9194
sample05353,94694,monocyte,21005,22.182
sample05353,94694,nk_cell,10987,11.6026
sample05354,92588,b_cell,6275,6.7773
sample05354,92588,cd4_t_cell,16703,18.0401
sample05354,92588,cd8_t_cell,26028,28.1116
sample05354,92588,monocyte,23493,25.3737
sample05354,92588,nk_cell,20089,21.6972
sample05355,96341,b_cell,8426,8.746
sample05355,96341,cd4_t_cell,28126,29.1942
sample05355,96341,cd8_t_cell,22440,23.2923
sample05355,96341,monocyte,23604,24.5005
sample05355,96341,nk_cell,13745,14.267
sample05356,98265,b_cell,12584,12.8062
